score,content_clean,sentiment_predicted
5,terima kasih sdh app mudah erti paham,positif
5,mudah bantu terimakasih,positif
5,mantap mula smoga keren sukses depan amin,positif
5,ramah mula,positif
5,keren,positif
5,ikeeeeeh,negatif
5,mantap,positif
5,keren,positif
1,gak login nimor baik,negatif
5,mudah akses,positif
1,tdak untung saldo jalan cair,negatif
5,mantap bget,positif
5,mantab,positif
5,bantu,positif
5,good enough,positif
5,mudah apps daftar proses mudah moga depan jaya,positif
5,keren abis milenial wajib invest via mudah murah ribet proven,positif
5,keren pwoll,positif
5,oke,positif
5,mantap,positif
5,keren guna dar nabung dikit pake kali nulis review kayak gin playstore terima kasih mudah,positif
3,top,positif
5,udah untung,negatif
5,simple mudah erti,positif
5,percaya,positif
5,ikut blm bln modal rban udah untung rban,negatif
5,keren mudah murah syariah,positif
4,sungguh mantap paham tunggu sdh,netral
4,overall mula usaha saham bri trims,netral
5,good apps mantap,positif
5,mudah erti mula,positif
4,the best,positif
5,terbaeekk bantu mula saran kompeten profil resiko atur sesuai umur guna pokok ajippp,positif
5,anjimm nih apk bagus bet ngajarin inves ngarah invest gak rugi gue inves rebu,negatif
5,keren,positif
5,silah install kode refellar cashback,positif
5,good,positif
5,reksadana keren masuk kode referal kumenangisss dapat ribu,positif
4,moga portofolio sbn sun,netral
5,mantap,positif
4,terima kasih sya ajar,positif
5,good,positif
5,bagus awam mudah erti keren pokok jaya,positif
5,mantaappp,positif
5,beda apk invest percaya krn mastercorbuzier,netral
5,okeeee banget mula gak ribet ajar reksadana,positif
5,mudah erti gan,positif
5,keren,positif
5,mantap,positif
5,bahagia,positif
5,coba moga untung,positif
5,transaksi mudah,positif
5,rekomendasi investor mula hehehe,positif
5,dapat cashback kode mahnetrezeki,positif
5,gampang cocok mula yuk pakai kode referal gratisloh dapat cashback,positif
4,utk mula,positif
5,keren aman,positif
5,ayo investasi,positif
5,bantu ajar,positif
5,utk investor mula recomended,positif
5,tampil bagus sistem mula,netral
5,keren,positif
4,jenis komplit,positif
5,mantap mudah,positif
5,mantap,positif
5,mantap dah mula,positif
5,bibita mantap ajar,positif
5,bagus banget mula lupa masuk kode referal dewiazizah dapat bonus,positif
5,user friendly,positif
5,sukses trus juang jalan,netral
5,bgus,positif
5,bagus banget,positif
5,mantap,positif
5,janji boss,negatif
5,lumayan mudah mula,positif
5,user friendly cocok banget dunia reksadana,positif
5,kecee,negatif
5,moga manfaat masyarakat indonesia,positif
5,mantap,positif
5,moga dana aman moga maju percaya,positif
5,keren banget cocok mula nih,positif
4,far good seribet sekuritas pas dftr beli dpt cashback msh nyoba nabung blm jual ato tari dana,netral
5,mantap app biarpun nominal untung ajak kawan kawan salam sukses,positif
5,tarik dedi corbuzier iklan coba download daftar mudah syariah mudah mudah berkah ridlo allah maha kaya maha beri amin yaaa robbal alamiiiin,positif
5,kode reff ktsidin,positif
5,maksimal untung rutin nabung keren,positif
5,keren bgt mantap pokok wkwkwk aplikasi ringan mudah ajar profit trlalu gede pilih nyimpen uang lumayan safe wkwk,positif
5,keren mudah aplikatif untung,positif
5,keren,positif
5,nice,positif
5,simple,positif
5,apartemen rumah hotel open bimbing online,negatif
5,mula bantu,positif
5,keren bantu,positif
5,mantap,positif
5,tambah pilih reksadana info ajar,positif
5,mantep gan,positif
5,bagus mula mudah,positif
5,good,positif
5,bantu pilih jenis reksadana dasar butuh,positif
5,nyaman banget uang langsung masukin gengs,positif
4,harap jaga percaya investor,positif
4,aplikasi bantu moga depan,positif
5,keren,positif
5,mudah login,netral
5,mantap,positif
4,mantap jiwa mula,positif
5,mantap,positif
5,reksadanaku,negatif
5,keren bikin rajin nabung utk,positif
4,mantap,positif
5,keren banget cocok milenial sulit tabung mudah responsif aplikasi,positif
5,keren,positif
4,keren,positif
5,pilih produk reksa dana oke cocok pilih robo ganti biaya beli jual tdk spt bank cair masuk rekening reksa dana pasar uang thx,negatif
5,mudah,positif
5,nyimpan uang biaya admin terima kasih layan respon servis bantu banget,positif
5,keren investor mula,positif
5,bbit mantap reksadana mudah karna fitur robo,positif
5,cocok mula,positif
5,coba awal mudah lancar,netral
5,baik,positif
5,mantap terimakasih,positif
4,moga cuan,positif
5,coba coba faham hapus karna tanggung lapor akun email penasaran lapor trnyata untung alhamdulillah,negatif
5,mantu utk berivestasi lan,positif
5,keren,positif
5,keren bingitssss suka app,positif
5,mantull,positif
5,keren,positif
5,mantap,positif
5,coba tau asek,netral
5,good,positif
5,klo updatex nnti pakai sidik jari klo buka,netral
5,aman percaya bibitkeren,positif
5,pilih reksa dana bot bagus auto profit,positif
5,awesome,positif
5,sip banget dah,positif
4,mula bagus nih rekomendasi baik,positif
5,keren cashback kode promonya hehe,positif
5,moga profit,positif
5,bagus mudah paham awam pilih app belah,positif
5,mudah paham sulit action,positif
4,gabung moga kembang mudah daftar menit simpel edukasi,positif
5,bagus tahan kualitas layan,positif
5,mudah,positif
4,mudah paham mula,positif
5,smart robo bantu banget tentu alokasi dana invest jenis sedia tingkat nilai turun kali nilai,positif
5,keren parah banget,negatif
5,keren,positif
4,alam reksadana bantu banget beli butuh tau approvenya emang aku kudet heheh,positif
5,oke,positif
5,mantap,positif
5,bantu investasi mula,positif
5,keren mudah ajar mula interface sederhana pilih reksadana banding portofolio beli bantu,positif
5,udah puas,netral
4,tarik,negatif
5,bagus dana pensiun,netral
5,keren,positif
5,cocok untk mula simple ribet,positif
5,bagus recomended,positif
5,matabb,negatif
2,mantap,positif
5,keren tahan inovasi,positif
5,mantap modal janji,positif
5,matap,positif
5,nyoba sih invest uang dlm minggu udh hasil termakasih depan tingkat fitur baru,netral
5,mantul banget,positif
5,keren,positif
5,bantu masyarakat melek inklusi uang,positif
4,mudah,positif
5,oke,positif
5,investasi keren banget cepat untung investor mula trimakasih,positif
5,hayo investasi reksadana ragu,positif
5,dark mode biar mata aman,positif
5,proses mudah daftar beli jual lelet cocok banget investor mula minim alam langkah investor sejati moga kembang produk high quality paltform andal bangga,positif
5,keren,positif
5,kerennn recomended banget nabung jangka sukses,positif
5,over all oke lahh,positif
5,bantu mula,positif
5,dukung cegah yaudah langsung inves pikir bondo wani,negatif
5,mantaap kode referralkita,positif
5,bantu investasi aman dukung tim bantu tentu,positif
5,keren,positif
5,sabar invest,positif
4,oke kasih bintang,netral
5,mudah,positif
5,mantap,positif
5,keren,positif
4,mudah investasi orang awam,positif
5,untung jangka,positif
5,keren investasi,positif
5,mantul paham,positif
5,mudah orang susah nabung kayak goda utk nabung fiturnya oke pilih gak banyak gak bingung fitur chatnya bantu fast respon kelola guna keren sih update ngasih info utk ajar,positif
5,good,positif
5,poko mantap,positif
5,keren user friendly bangetttt,positif
4,keren mula ajar,positif
5,senang,positif
5,asli gak nyangka dah gak main login untung coba bayangin tambah karna system robot,negatif
5,mudah aman untung,positif
5,januari inovasi fitur baik produk kian agam percaya insyaallah anak muda melek cerah thanks,positif
5,dgn dana mudah aman,positif
5,bagus keren,positif
5,mending bareksa,negatif
5,mantap,positif
4,coba tarik,negatif
5,enak recommended lahh,positif
5,mantap aplikasi mudah cashback saran produk ditambahin biar byk pilih daftar lewat ngisi kode referal mohon pisah halaman kolom kode referalnya,positif
5,keren banget return dapat atas prakira kembang bravo,positif
4,mudah pokok top banget,positif
5,toppp,positif
5,mantap cuan,positif
5,muas tinggal cari alam jual beli,negatif
5,mudah difahami mula,positif
5,realtime update nav selisih jam ksei,netral
5,keren,positif
5,moga,positif
5,bagus mula coba kode refeal bagirezekiandy,positif
5,alam mula,positif
5,sukaaa anak muda ajar berani ngambil resiko app sih easy friendly banget mudah erti gak pusing,positif
5,bantu mula moga tingkat kerja hasil maksimal,positif
5,wajib suka tabung,positif
5,moga sukses,positif
4,keren,positif
5,alhamdulillah nyicil tabung tua,positif
5,keren bgt cocok bgt ngenal,positif
5,keren senang,positif
5,tabung mudah,positif
5,nice,positif
5,asik nabung plus invest jangka,positif
4,bagus,positif
3,proses sih kedepanny mngkin percepet,netral
5,fitur simple mudah paham mula takut mula investasi daftar silah kode referral ayonabungsemuanya,positif
5,bagus,positif
5,mudah investasi reksadana percaya awas ojk cocok mula,positif
5,mantul bat,positif
5,ajar ulas sbelum coba bibt app baik jual beli saham okey the best sakut bro,positif
5,cocok mula,positif
5,mantul,positif
5,salam hebat sekarng tanam hati bismillah,positif
5,uang tambah,netral
4,bantu mula investasi aman,positif
5,bagus orng ajar invest udh expert,positif
5,nabung,positif
5,keren,positif
5,good,positif
5,mudah guna,positif
5,keren,positif
5,bagus bangat,positif
5,asik bener nabung saham,positif
5,good,positif
5,orang,negatif
5,cocok mula yah,positif
5,jos pilih komposisi biar imbang dlm jos keren trimakasih salah pilih,positif
5,kereeen,positif
5,aplikasi mudah,positif
5,mudah investor mula pokok keren,positif
5,bagus sih dripda onoh tahan yah,netral
5,mantap solutif,positif
3,bintang,netral
5,bantu mula ber,positif
5,ramah udah enak pake cairin uang gampang,negatif
4,simpel jdi member moga lancar depan,positif
5,mudah orang awam investasi pasar uang modal,positif
4,mudah pokok owke banget,positif
5,bagus tampil tarik,positif
5,putus mitra,negatif
5,mending invest arisan bodong,negatif
5,alhamdulillah ajar reksadana makasih robo oke,positif
5,applikasi cair sesuai jadwal trus tahan kerja bayar virtual account bca repot ahli waris,negatif
4,bintang yaa tahap ajar,netral
5,bbrp minggu kmrn cairin smp kerja sdh msk rekening potong moga lanjut,negatif
2,simpel,positif
5,keren sih ayo dah nabung dah,positif
5,mudah,positif
5,keren abiss gunakann kode hell cashbacknya,positif
5,bantu susun,positif
5,praktis mudah metode bayar robo advisor utk guide manajer jenis reksadana bagus,positif
5,keren bgtttt pokok ajar amatir sedikit kalah semangat ajar terimakasih,positif
5,tarik investasi mud paham tutorial jelas moga profit,positif
5,rugi millenial tdk invest pintar anak bangsa sya puas terimaksih,positif
5,mula bantu,positif
5,mudah simpel mula,positif
5,untung udah nabung dikit,positif
5,mantap jiwa,positif
5,mudah nyaman kerenn,positif
5,keren,positif
5,tarik mula ayo cobain lupa pake code referral adidayk tanda hapus yaa,positif
5,mantap,positif
5,bagus,positif
5,cocok mula,positif
5,kciln ykin oke sdh awas ojk bapet ayo brgbung brsama sila coba bagi rzki code rejeki,positif
5,khusus mula mudah erti paham mula,positif
5,agustus bagus mudah erti nabung deposito bank mending,positif
5,good,positif
5,mahasiswa hasil apk cocok nabung simpan uang kecil,positif
5,bnr mula mudah banget bahasa mdh erti sip bibitinaja,positif
5,keren,positif
5,mantap,positif
5,mula reksadana bantu,positif
5,nabung,positif
5,mantap,positif
5,mula ajar dunia jaga percaya investor,positif
5,mantap aplikasi mula friendly banget jamin kode kesbekpasti dapat saldo reksadana gratis,positif
4,rekomendasi mula suka tingkat lbh tarik,positif
5,keren,positif
5,keren,positif
5,simple aman,positif
5,gilaaaaa mah mantap mula,positif
5,okeeeeee,negatif
5,keren bangetttt pokok,positif
5,kerennnnn,positif
5,salah paham,netral
5,keren abis percaya,positif
5,mantaf ajar invest utama latih mental biar muncul,positif
5,untung,positif
4,bagus bngt cocok mula investasi jga bgtu susah cashback dgn code raferal racaty,positif
5,respon,negatif
5,mula,positif
5,mantab mudah pahammi moga amanah,positif
5,moga sukses,positif
5,nice app,positif
5,oke banget bingung cocok banget mula,positif
5,mantap,positif
5,kereennn ayo,positif
5,untuk mula nyobain reksadana bener bantu aplagi irt sprtiku moga amanah bantu biaya masuk anak,positif
5,mantap gue nabung,positif
4,perlahan cuan,positif
5,cash back masukin kode refeal gaes slowly gak cash back percaya bilang,positif
5,app bantu ajar fitur roboadviser guna mudah top banget pokok,positif
5,manfaat,positif
5,ajar ber,positif
5,bantu mula,positif
5,moga sukses update fingerprint darkmode cepat,netral
5,mantap hehe,positif
5,simpan uang konvensional pakai tentu tuju jangka investasi untung mudah investasi,positif
5,mantap mudah mula,positif
5,keren smoga brhasil smpe tuju,positif
5,alhamdulillah manfaat nabung invest,positif
5,bukit mantabb,positif
5,recomend banget mula,positif
5,erti user interfacenya mudah bagus takut uang gara gara dngn marak bodong dngn mgerti reksdana muka,positif
5,investasi reksadana mula cocok banget,positif
5,keren,positif
5,nice,positif
5,fasilitas menu lengkap mudah pandu robo advisor,positif
3,mantap mula,positif
4,jangka butu proses tuk raih sukses,positif
5,oke mula nabung turun fokus nabung pecayalah esok nikmat hasil,positif
5,ngerti saham bingung main saham gimna mudah mudah,positif
5,mantap robonya bikin untung hehhehe,positif
5,kereeeennnn,negatif
5,mantap percaya moga kembang yaa,positif
5,kereeen,positif
4,bagus utk mula,positif
5,lumayan nabung,positif
5,kren anak,positif
5,mudah paham mula,positif
5,mudah erti,positif
4,keren,positif
5,mksh,positif
5,kerennn,positif
5,terimakasih mudah investasi,positif
5,invest gampang msh ksh bintang tau gampang penarikanny jual skarang bintang mantap prosesny cepat,netral
3,entar udah masuk dana untung tambahin bintang,netral
5,puas,positif
5,mantul,positif
4,bagus rekomen mula,positif
5,bagus,positif
5,simpel banget mula tambahin kode addcashback cashback loh hihi,positif
3,keren,positif
5,bagus ladang ajar mula,positif
5,kerenn mudah untung resiko tipu ajar untung lumayan nambah uang jajan,positif
5,mantap cocok mula,positif
5,sila kode bibitmenabung utk cashback gaes,positif
5,kereennnnn,negatif
5,maknyuss,negatif
5,ragu paham makasih bnyak tingkat informasi berita kait,netral
5,mantap,positif
5,pilih nabung untung takut ribah,positif
5,mantap sih mula gak ribet berkat robo,positif
4,dapat cahsback dngn kode kodereferralmu,positif
5,raih masa,positif
3,mantap,positif
5,yuk gabung tambah ziltc cashback,positif
5,mudah mula,positif
5,mantap suka install masuk kode referall siliwangi,positif
5,jgn lupa pakai kode referral stefano dpt kesback bagus nabung skaligus ajar din cocok bgt mula ajar ber,positif
5,alhamdulillah kenal tau gimana olah uang nganggur rekening tumbuh giat utk tabung tahan kualitas tambah sih fitur app dark mode tampil biar utk user android pakai tema dark mode terimakasih,positif
5,good,positif
5,mantap,positif
4,coba abangnu main saham emang rekomen mula kode referral dpat cashback,positif
5,masuk kode referal bibitcelengan masuk kode daftar casback moga untung bantu bismillah,positif
5,platform edukasi suka,positif
4,bissmillah,positif
5,masuk kode oxftrwf dapat cashback,positif
2,selesai daftar pas registrasi proses udh hari,netral
5,good,positif
5,dana engga masuk saldo yaa engga tarik transaksi beli hasil,negatif
5,mantap sukses masuk kode referal askar bimbing,positif
5,bagus banget mula ane udah cuan,positif
3,ayo biar bonus masuk kode kheira,positif
5,nih keren banget cobain guys dapet cashback jgn lupa masukin kode refferal zgjxus,positif
5,sngat,positif
5,oke kode referal carabaru,positif
5,mudah ojk,positif
5,mudah ajar,positif
1,dtanya tarik gak gak respon mending raiz komunikatif dana tarik dsini gak pasti aman mknya uninstal bikin kesel,negatif
1,mantap masukin kode referal ercetzc,positif
5,mantab mula pakai kode skppcr dpt cash back selawe ewu,positif
5,gegara duit riba cari untung silah,negatif
5,mantappp,positif
