score,content,content_bersih
2,"Pencairan cukup lama klo untuk urgent karna 7 hari harusnya di buat 3 hari aja paling lama, di tampang lagi klo mau top up sekarang bayar ke bank.",cair urgent karna tampang top up bayar bank
5,bagus,bagus
2,Tolong kembalikan fitur peforma portofolio secepatnya dong,fitur forma portofolio cepat
5,baru mau coba lagi semoga lancar untuk kedepannya,coba moga lancar
3,"Top RD sekarang kena biaya, padahal nabung cuman dikit dikit dan biayanya aja ga nutup imbal hasil.. Jadi mutusin buat berhenti..",top rd kena biaya nabung dikit dikit biaya nutup imbal hasil mutusin henti
5,"Tolong di tambahkan metode wallet ovo, untuk aplikasinya sudah bagus hanya aja sekarang ada biaya adminnya tiap beli investasi. Tapi tidak apa-apa yang penting metode pembayaran nya di tambahkan saran dari saya tambahkan dan dan ovo",metode wallet ovo bagus biaya adminnya beli investasi metode bayar saran ovo
5,"Tolong beri kemudahan untuk update bibit plus bisa pakai akun bank jago syari'ah, aku udah terlanjur punya akun bank jago syari'ah tapi tidak bisa dipakai update ke bibit plus, soalnya aku mau beli investasi obligasi FR di Bibit",mudah update plus pakai akun bank jago syar ah lanjur akun bank jago syar ah pakai update plus beli investasi obligasi fr
1,"Mohon dalam waktu pencairan dana nya dipercepat, malas banget udah 5 hari belum cair juga dananya",mohon cair dana cepat malas cair dana
1,Kasian yang tidak punya rekening BCA..,kasi rekening bca
5,mudah dalam aplikasi,mudah
5,aplikasi ini mantap sekali,mantap
5,ayo lebih semangat nabung di bibit guys. apk teraman buat nabung Reksadana favoritmu.,ayo semangat nabung guys ram nabung reksadana favorit
5,oke tks,tks
2,"Kecewa banget skrng mau top up aja ada biaya pembayarannya... Kalau diitung itung rugi banget kalau nabung dengan pola yang sering sebulan sampai 5x keatas terlebih saya konsennya di RDPU yg keuntungannya kecil, malah biaya pembayarannya lebih besar ketimbang keuntungannya",kecewa skrng top up biaya bayar diitung itung rugi nabung pola x konsennya rdpu untung biaya bayar ketimbang untung
1,"Khusus bank jago ya, apa tidak ada Dana. Ribet",khusus bank jago dana ribet
4,Dulu aplikasinya bagus. Sekarang suka loading screen. Mohon dibenahi. Terima kasih,bagus suka loading screen mohon benah
1,Ribett,ribett
5,ok,
5,mantap luar biasa,mantap
5,"Alhamdulillah, aplikasi ini bermanfaat untuk menabung dan berinvestasi.",alhamdulillah manfaat tabung investasi
5,mantap,mantap
5,"2 tahun lebih pake bibit OK OK aja... Tp setelah update ini kok gak bisa cek performa portofolio ya?ðŸ¤” (Hari ini untung / rugi berapa sesuai nonimal investasi) Soalnya bibit versi lama bisa liat performa portofolionya, mohon diperbaiki ðŸ™",pake update cek performa portofolio untung rugi sesuai nonimal investasi versi liat performa portofolio mohon
5,G bisa utk keperluan mendesak sih.. cuman alhamdulillah amanah.. smoga amanah trus.. biaya transfer digratiskanðŸ˜†,g utk desak alhamdulillah amanah smoga amanah trus biaya transfer gratis
5,mntep,mntep
5,"terimakasih karena aplikasi ini membuat hidup saya lebih baik, sekarang saya memiliki banyak uang, punya 3 mobil ferari, 5 rumah mewah, dan 10 istri ðŸ˜Š",terimakasih hidup milik uang mobil ferari rumah mewah istri
5,"gampang, cpt",gampang cpt
1,"Proses verifikasi nya lama, saya sudah menunggu sampai 2 hari",proses verifikasi tunggu
5,Bibit is the best,is the best
5,ok,
1,"Dikit banget instrumen syariah nya, reksadana syariah nya apalagi. perbanyak lagi lah, jangan cm fokus ke yang konvensional doang, ini lebih ke saran sih, cuma kalo bisa si ya di implement, toh kayaknya gak perlu banyak development kl nambahin instrumen nya aja",dikit instrumen syariah reksadana syariah cm fokus konvensional doang saran si implement development kl nambahin instrumen
1,Pelayanan untuk penarikan saldo sangat buruk dengan info dari chat support yang berbelit2 sangat mengecewakan udah melakukan penarikan hampir satu Minggu bukannya cair uang yg ditarik malah hasil penjualan menurun terus dasar gak amanah!!!,layan tari saldo buruk info chat support belit kecewa laku tari minggu cair uang tarik hasil jual turun dasar amanah
5,gacor,gacor
5,mantap aplikasibya mudah di gunakan,mantap aplikasibya mudah
5,invest aman,invest aman
4,mantap,mantap
3,Gajelas bnget pdhl pake WA yg asliny mlh yg WA ke2 gjls,gajelas bnget pdhl pake wa asliny mlh wa gjls
4,tempatnya nabung banget,nabung
1,Ribetnya. ..masak hrs msuk akun bng jgo ..sdgkn msuk ke akun bnk jgooo susahh....,ribetnya masak hrs msuk akun bng jgo sdgkn msuk akun bnk jgooo susahh
2,"Udah foto selfie pakai KTP tapi kok malah tidak diverifikasi,malah disuruh foto selfie pakai paspor atau SIM,data saya apakah aman???",foto selfie pakai ktp verifikasi suruh foto selfie pakai paspor sim data aman
1,Bintang satu karena bibit sekarang agak ribet cara penggunaannya. Dulu daftar selesai tinggal investasi. Sekarang harus update bibit plus. Sungguh mengecewakan sih gak kayak apk investasi lainnya. Mana pakai bank jago lagi agar bisa top up. Kerjasama sih kerjasama tapi kesannya memaksa pelanggan untuk menjadi bagian dari kerjasama. Dahlah gak lagi invest di apk ini.,bintang ribet daftar selesai tinggal investasi update plus sungguh kecewa investasi pakai bank jago top up kerjasama kerjasama kesan paksa langgan kerjasama invest
5,aplikasi sangat baik,
3,"Maaf maaf nih yee...saya turunin bintangnya atuk 1, karena apa?? Kayaknya transaksi di BIBIT tertahan di jam kantor dan jam istirahat kantor apalagi Sabtu Minggu...yang laen bisa 24 jam.gara2 stop diluar jam kerja (jam kantor),seharusnya ada kesempatan cuan malah ancur...gimana nih penjelasanya",maaf maaf nih yee turunin bintang atuk transaksi tahan jam kantor jam istirahat kantor sabtu minggu laen jam gara stop jam kerja jam kantor cuan ancur gimana nih jasa
1,uninstal lg aplikasi ribet n lelet kurang canggih.,uninstal ribet n lelet canggih
5,"Pengen investasi di bibit syariah tapi sayang banget, umur belum 17 tahun",ken investasi syariah sayang umur
5,menabung di bibit stabil,tabung stabil
5,mantap sangat membantu bagi saya yg pemula bermain sham,mantap bantu main sham
5,"Mohon bantuannya saya ingin merubah rekening pencairan saldo agar sama dengan rekening deposit rdn tp tidak bisa, sedah berupaya melakukan arahan sesuai arahan dari situs bibit, mohon bantuannya Terimakasih",mohon bantu rubah rekening cair saldo rekening deposit rdn upaya laku arah sesuai arah situs mohon bantu terimakasih
4,kurangnya 1 wd ndk bisa langsung masuk semoga kedepan kyak broker lainnya bisa sehari masuk,wd ndk langsung masuk moga kyak broker masuk
5,Semoga bisa di tambahin fitur beli emas dan saham luar negeri,moga tambahin fitur beli emas saham negeri
4,saya kasih bintang 4 soal nya pas saya deposit lama datang nya. kalau bisa di percepat bibit. makasih apk bibit,bintang pas deposit cepat
4,aman,aman
4,TOLONG DI TINGKAT KAN LAGI. UNTUK LAPORAN KEUANGAN PERTAHUN DI PERJELAS BIAR KAYA (SEBELAH )LEBIH MUDAH DI PAHAMI,tingkat lapor uang biar kaya belah mudah paham
5,"Bagus untuk pemula.. Ayo semangat nabung, gak harus selalu mulai dg nominal besarâœ¨ï¸",bagus ayo semangat nabung dg nominal
5,"tampilan aplikasi bagus, dan banyak membantu bagi saya yang pemula",tampil bagus bantu
1,"Tulisannya pencarian instan eh pas dijual 2 hari nunggu cuahhh, ibarat masak mie instan nunggu 2 hari Matengnya, hapus aja fitur pencarian instan itu kalau gk semua bank bisa pencarian instan, Makan tuh bintang 1ðŸ–•",tulis cari instan eh pas jual nunggu cuahhh masak mie instan nunggu matengnya hapus fitur cari instan bank cari instan makan tuh bintang
5,mahrusoke,mahrusoke
5,mantaap,mantaap
5,bagus,bagus
4,Begini saya senang top up reksadana walaupun tidak banyak. Cuman kok sekarang bayar ya kalau mau top upnya. Padahal uang yg di top up gak banyak. Pen nabung pelan2. Tapi malah gini. Dan lagi ketika kita sudah jual reksadananya kok malah tidak sama seperti sebelum jual.. Walaupun setelah potong biaya? Mohon diperbaiki apalagi setelah di upgrade makin gak2 aja.,senang top up reksadana bayar top upnya uang top up pen nabung pelan gin jual reksadananya jual potong biaya mohon upgrade
4,Kode refferal (jokker) pertama investasi memakai app bibit saya cukup puas,kode refferal jokker investasi pakai app puas
5,Ini benar-benar lengkap dari segi fiturnya,lengkap segi fiturnya
1,"Buruk, mau jual produk gabisa pilih bank tujuan!!!! jangan install deh, kacau banyak bug terus ada biaya admin untuk pembelian lagi",buruk jual produk gabisa pilih bank tuju install kacau bug biaya admin beli
1,"Mau jual aja ribet banget harus pake apk lain, udah lama, ribet, harusnya kalo digital mempermudah!! ini gw mau narik uang apknya ngebug gabisa milih tujuan transfer hadehhhhh kacauu!!!!!!!",jual ribet pake ribet digital mudah gw narik uang apknya ngebug gabisa milih tuju transfer hadehhhhh kacauu
5,memuas,muas
5,Bagus,bagus
5,semoga semakin sukse dan terimakasih atas pelayanannya.,moga sukse terimakasih layan
2,Tampilan portfolio kurang keren,tampil portfolio keren
3,"Hah bibit udah ga asik ,masa beli ada biaya admin nya ,jual pun ada biaya admin nya juga",hah asik beli biaya admin jual biaya admin
5,ok,
5,ok,
5,mencoba belajar saham dari sini,coba ajar saham
5,mantap,mantap
2,ada biaya topup ðŸ‘Ž,biaya topup
3,Kenapa withdraw gabisa kyk ajaib sehari langsung cair,withdraw gabisa ajaib langsung cair
1,Proses cairnya lama beut tolong dipermudahlah sama masa GK bisa di cairin ke akun dana,proses cair beut mudah cairin akun dana
1,udah pada tau soal ribetnya dan ada biaya admin kan? yaudah ini alesan bintang 1 wkwk,tau ribetnya biaya admin yaudah alesan bintang wkwk
3,Apakah stiap transaksi itu harus menggunakan Atm Bca atau Bank Jago ? Dn apakah harus menggunakan Atm tersebut ?,stiap transaksi atm bca bank jago dn atm
5,investasi pemula,investasi
5,Sudah langganan pake bibit mantap lah,langgan pake mantap
3,"Saya membeli Reksadana dan Obligasi transaksi berhasil dan uang dari bank berkurang tetapi ketika saya jual, transaksi berhasil tetapi uangnya tidak masuk ke rekening saya, kenapa? Tolong bantu saya bibit, bukan hanya 1 loh, jadinya saya tahu buat investasi di sini. Padahal kan saya mau punya dana tabungan Edit: sudah bisa dan masuk Alhamdulillah tapi tetap belum 100% yakin jika nanti beli dengan uang lebih besar masuk atau enggak ðŸ˜­. Takutnya nanti gak masuk ðŸ˜­.",beli reksadana obligasi transaksi hasil uang bank jual transaksi hasil uang masuk rekening bantu loh investasi dana tabung edit masuk alhamdulillah beli uang masuk takut masuk
1,"Baru mau mulai, tp aplikasinya lama bgt.. baru tahap registrasi gagal terus padal internet gw lancarÂ² aja.",tahap registrasi gagal padal internet gw lancar
1,"Terdaftar di OJK belum tentu terjamin yagesya, deposit cepet eh pas wd lelet, masak H+6 belum masuk ke rekening, parah. saya tau sampe H+7 tapi masak iya selama itu wd duit recehðŸ¤¦",daftar ojk jamin yagesya deposit cepet eh pas wd lelet masak h masuk rekening parah tau sampe h masak iya wd duit receh
3,bibit investasi aman dan terpercaya,investasi aman percaya
5,Semoga terus berkembang,moga kembang
5,oke,
5,"Keren nih bibit, Terobosan solutif dengan adanya Saldo Rekening bibit (RDN) biar ketika jual dan beli atau pindah ke Reksadana lain biar mudah tanpa banyak potongan biaya. Aplikasi sebelah makin mencekik biaya potongan nya. Ayo, bibit harus jadi top 1 aplikasi investasi Reksadana. benar2 ya ga bisa diam ini bibit, kerjasama dengan bank digital jago, adanya vitur upgrade bibit plus bikin kita juga bisa invest saham juga. Top dah, pertahankan dan tingkatkan !!!",keren nih terobos solutif saldo rekening rdn biar jual beli pindah reksadana biar mudah potong biaya belah cekik biaya potong ayo top investasi reksadana diam kerjasama bank digital jago vitur upgrade plus bikin invest saham top tahan tingkat
1,Adminnya balas pertanyaan kita di WhatsApp lama banget padahal masih jam kerja,adminnya balas whatsapp jam kerja
5,"numero uno, gracias",numero uno gracias
5,"Udh ampir 3 taun jalanin di sini...awal nya sempet ragu...tp ternyata jauh bagus invest di sini daripada di bank Buat km yang baru mau mulai? Ga usah ragu ...instal...dan mulai invest Oya masukin kode referal "" cuanlangsung"" Kamu dapet 25 ribu langsung loh Cekidot gan sis",ampir taun jalanin sempet ragu nyata bagus invest bank km ragu instal invest oya masukin kode referal cuanlangsung dapet ribu langsung loh cekidot gan sis
5,recommended,recommended
5,"Ayo yang lain segera join, lebih awal kamu mulai inves lebih bagus, mulai dari sedikit gapapa, jangan ragu buat download dan isikan kode referral ""pastikamudapat"" buat dapat cashback 25k. Buruan guys",ayo join inves bagus gapapa ragu download isi kode referral pastikamudapat cashback k buru guys
3,Lumayan keren ya buat investor pemula kaya saya ..saya awal nya coba invest 100 setelah 3mg saya coba jual.. eh ternyata harga jual nya naik jadi 125..next mau invest lebih besar lg..biar keuntungan nya mkin besar jg..,lumayan keren investor kaya coba invest mg coba jual eh nyata harga jual next invest biar untung mkin jg
4,"sangat membantu untuk mengatur keuangan saya,selain mempermudah mengelola keuangan saya jga memberi dampak manfaat yang baik",bantu atur uang mudah kelola uang jga dampak manfaat
5,So far sih worth it banget. Sekalian aku mau share kode reedem bonus daftar : palinguntung,so far worth it share kode reedem bonus daftar palinguntung
1,Transaksi di bibit sangat susah dan penarikan dana jg lama,transaksi susah tari dana jg
5,gara aplikasi ini sehingga sya bisa menabung,gara sya tabung
4,penarikan terlalu lama. sangat disayangkan.,tari sayang
1,"Sekarang dikenakan biaya tambahan jika ingin menabung. Update malah bikin kecewa, dulu-dulu ngga begini bibit tolong di perbaiki lg. Nabung dj pasar uang dikenakan biayanya lemayan retrun sama biaya tambahan gedean biaya tambahan :( min tolong lah ya dj perbaiki",kena biaya tabung update bikin kecewa ngga nabung dj pasar uang kena biaya layan retrun biaya gede biaya dj
4,"Robo advisor jika digabung dengan nabung rutin tidak ada pengamanan sama sekali. Sebaiknya nabung rutin, sdh ada perencanan dari Robo advisornya H-1 sehingga jelas apa yg akan dibeli keesokan harinya dan bisa diubah oleh user yang tidak setuju. Namanya kan advisor atau penasehat bukan eksekutor.",robo advisor gabung nabung rutin aman nabung rutin sdh perencanan robo advisornya h beli esok ubah user tuju nama advisor nasehat eksekutor
5,Aplikasi investasi yg bagus untuk pemula. Pencairan dana juga mudah,investasi bagus cair dana mudah
5,untuk menambah pengetahuan dan menabung,tabung
4,"untuk mendapat modal invest gratis sebesar Rp 25.000,00 masukan kodereferal ini : sayasudahkaya",modal invest gratis rp masuk kodereferal sayasudahkaya
5,Sangat baik dan mudah dipahami,mudah paham
5,"tolong ditingkatkan lagi, tidak perlu banyak inovasi yg penting nyaman untuk pengguna",tingkat inovasi nyaman
3,"Saya turunin bintang dulu yaa, karna upgrade ke bibit plus di tolak karna akun bank jago saya syariah, semoga kedepannya akan ada upgrade. TrimsðŸ™",turunin bintang yaa karna upgrade plus tolak karna akun bank jago syariah moga upgrade trims
5,semoga berkah n membuat para WNI bercukupan,moga berkah n wni
5,"good UI, great place to learn investment",good ui great place to learn investment
1,Jangan coba coba pakai aplikasi bibit,coba coba pakai
5,nice,nice
5,aplikasi bagus tuanks,bagus tuanks
5,"Mantep Bibit, apalagi buat inves ini memudahkan banget. Buat user baru, jangan lupa pake referal ini biar dapet bonus qo0yyzu",mantep inves mudah user lupa pake referal biar dapet bonus qo yyzu
1,Harus layanan perbayar! Aneh sistem bibit sekali ya?,layan bayar aneh sistem
1,"Untuk pencairan lama sekali sampai 7 hari, kalau gk bisa 7 hari dana dikembalikan lagi ke nominal saham nyaðŸ¤£ lalu saya jual lagi nunggu 7 hari, gk tau ini berhasil atau tidak. Tidak recomended untuk dana ketika sedang dibutuhkan. Hanya untuk invest saja.",cair dana nominal saham jual nunggu tau hasil recomended dana butuh invest
5,mantap betul bisa buat nabung di waktu panjang ðŸ‘ðŸ‘,mantap nabung
1,"Komunitas bibit di telegram polusi banget, opininya jelek semua",komunitas telegram polusi opini jelek
5,Wah bagus,bagus
2,"Mo upload foto ktp aja susyah sekalii... Padahal sinyal bagus. Bwt nonton YouTube lancar jaya, cuma sekedar upload foto doang gagal mulu. Emg kayaknya semesta melarangku menabung di BibitðŸ˜‚",mo upload foto ktp susyah sinyal bagus bwt nonton youtube lancar jaya dar upload foto doang gagal mulu emg semesta larang tabung
5,nice,nice
1,"Mulai ada biaya transaksi, padahal awal nya gak ada",biaya transaksi
5,Mudah dan praktis,mudah praktis
5,"Alhamdulilah ada App investasi aman bagi yg newbie, mari investasi reksadana, saham, SBN bersama bibit, Aman, Untung dan gak ribet. Bibit Diawasi OJK dan Manajemen Investasi yang professional. Ingin UNTUNG dan CASHBACK masukkan Kode referal (2024labacuan).",alhamdulilah app investasi aman newbie investasi reksadana saham sbn aman untung ribet awas ojk manajemen investasi professional untung cashback masuk kode referal labacuan
